,State,Hotel Name,Price
0,Alabama,Cozy Garage SheShed - Has Enclosed Outdoor Shower,£20
1,Alabama,"OYO Hotel Mobile, AL I-65 at Airport Blvd",£34
2,Alabama,Budget Inn - Scottsboro,£42
3,Alabama,Quality Inn,£43
4,Alabama,Loners Loft Private Rooms,£43
5,Alabama,Red Roof Inn Montgomery - Midtown,£44
6,Alabama,"Motel 6 Montgomery, AL - Eastern Blvd.",£44
7,Alabama,Rest Inn,£46
8,Alabama,Super 8 by Wyndham Daleville-Fort Novosel,£46
9,Alabama,"Motel 6-Dothan, AL",£46
10,Alabama,Adams Inn,£46
11,Alabama,Express inn Hartselle,£47
12,Alabama,"OYO Hotel Opp AL, Floral Hwy",£47
13,Alabama,Rodeway Inn Oxford,£47
14,Alabama,"Motel 6-Gulf Shores, AL",£47
15,Alabama,Econo Lodge,£48
16,Alabama,Red Roof Inn Gulf Shores,£48
17,Alabama,Quality Inn,£49
18,Alabama,"Motel 6 Scottsboro, AL Hwy 72",£49
19,Alabama,Classic Inn,£49
20,Alabama,Budgetel Inn,£49
21,Alabama,Days Inn by Wyndham Dothan,£49
22,Alabama,Travelodge by Wyndham Tuscaloosa,£50
23,Alabama,America's Inn - Birmingham,£50
24,Alabama,Econo Lodge Inn & Suites University,£50
25,Alaska,Mountain View Apartment 1,£32
26,Alaska,Billie's Backpackers Hostel,£35
27,Alaska,Mountain View Apartment 2,£37
28,Alaska,Soldotna Lodge,£56
29,Alaska,The Hibernation Station,£57
30,Alaska,RV Site (Water and Power),£58
31,Alaska,RV Site (Full Hookups),£58
32,Alaska,Shaligohomes On 16th Ave,£62
33,Alaska,Soldotna Inn,£65
34,Alaska,Delta Lodge,£66
35,Alaska,Eagle River Microtel,£66
36,Alaska,Ingra House Hotel,£66
37,Alaska,Compact But Cozy Too,£70
38,Alaska,Americas Best Value Inn & Suites Anchorage Airport,£70
39,Alaska,Aurora Viewing Deck and Peaceful Retreat,£70
40,Alaska,Econo Inn,£74
41,Alaska,ShaligoHomes,£75
42,Alaska,Brown Bear Saloon & Motel,£75
43,Alaska,Alaska Angler's Inn,£75
44,Alaska,Puffin Inn,£77
45,Alaska,Mother in Law suite in the Hills,£77
46,Alaska,Shelikof Lodge,£77
47,Alaska,Clarion Hotel & Suites Fairbanks near Ft Wainwright,£79
48,Alaska,Marina Motel,£80
49,Alaska,Main Street Hotel,£80
50,Arizona,La Casita,£43
51,Arizona,Rodeway Inn Phoenix North I-17,£49
52,Arizona,HomeTowne Studios by Red Roof Phoenix - Dunlap Ave,£56
53,Arizona,"Phoenix I, Minutes to Airport and Downtown",£57
54,Arizona,EZ 8 Motel Airporter,£58
55,Arizona,Travelers Inn - Phoenix,£59
56,Arizona,Extend-a-Suites Phoenix,£59
57,Arizona,Econo Lodge Phoenix North I-17,£60
58,Arizona,Budget Inn Phoenix,£61
59,Arizona,Premier Inns Tolleson,£65
60,Arizona,The Blue Room,£68
61,Arizona,"Motel 6-Phoenix, AZ - North Bell Road",£69
62,Arizona,HomeTowne Studios by Red Roof Phoenix - Black Canyon Highway,£70
63,Arizona,Your Downtown Cozy Studio With Backyard Unit C,£71
64,Arizona,Knights Inn Phoenix at N Black Canyon Hwy,£72
65,Arizona,"Motel 6 Phoenix, AZ Midtown",£74
66,Arizona,Red Roof Inn Phoenix North - I-17 at Bell Rd,£74
67,Arizona,Windsor Room,£75
68,Arizona,Days Inn by Wyndham Phoenix West,£76
69,Arizona,Travel Inn,£77
70,Arizona,Days Inn by Wyndham Phoenix North,£78
71,Arizona,Terracita Oasis,£79
72,Arizona,Baymont by Wyndham Phoenix North,£79
73,Arizona,Hyatt Place Phoenix-North,£80
74,Arizona,Red Roof Inn PLUS + Phoenix West,£81
75,Arkansas,Relax Inn West Medical Center,£31
76,Arkansas,America's Best Value Inn,£31
77,Arkansas,"Motel 6-Arkadelphia, AR",£35
78,Arkansas,Luxury Inn Forrest City,£36
79,Arkansas,Rodeway Inn Fort Smith I-40,£37
80,Arkansas,Aya's Blossoms Inn,£38
81,Arkansas,Super 8 by Wyndham Malvern,£39
82,Arkansas,"Motel 6-Brinkley, AR",£42
83,Arkansas,Super 8 by Wyndham Mountain Home,£42
84,Arkansas,Clairmont Inn & Suites - Warren,£42
85,Arkansas,Super 8 by Wyndham Hot Springs,£43
86,Arkansas,Nordins Escapes RV - Camper Spot 1,£43
87,Arkansas,American Inn,£39
88,Arkansas,Chigger Hill RV Park,£44
89,Arkansas,Cozy Tiny Home on the Farm,£44
90,Arkansas,Travel Inn North Little Rock,£44
91,Arkansas,Journey Inn Marion,£44
92,Arkansas,OYO Hotel Bald Knob near Searcy AR,£44
93,Arkansas,OYO Townhouse Inn Jacksonville near Little Rock Air Force Base,£44
94,Arkansas,M Star Hotel Searcy,£44
95,Arkansas,DIAMOND INN,£45
96,Arkansas,Magnuson Hotel Little Rock South,£45
97,Arkansas,"Motel 6-Pine Bluff, AR",£45
98,Arkansas,"Motel 6-Little Rock, AR - Airport",£46
99,Arkansas,Economy Inn Express Warren,£46
100,California,Van Nuys Homes for the Soul,£17
101,California,Green HomeStay address changed,£21
102,California,Los Angeles Zen Home,£21
103,California,LA Love Home,£22
104,California,Hollywood Stay,£22
105,California,8th and Ardmore,£22
106,California,Rumi,£24
107,California,A1 LA City Hostel,£24
108,California,Modern Hostel,£24
109,California,The Wilshire Metro,£24
110,California,Ktown Homestay,£23
111,California,White House,£27
112,California,Banana Bungalow Hollywood Hotel & Hostel,£28
113,California,Banana Bungalow West Hollywood Hotel & Hostel,£28
114,California,Green House,£28
115,California,Samesun Hollywood Hotel & Hostel,£29
116,California,Burlington Hostel,£31
117,California,HI Los Angeles - Santa Monica Hostel,£32
118,California,The Steady,£33
119,California,Robertson's Place Like Home,£33
120,California,Cozy spot in Koreatown,£35
121,California,Normandie Hostel,£35
122,California,Orange Drive Hostel,£36
123,California,Freehand Los Angeles,£39
124,California,Affordable Stay America,£47
125,Colorado,RAD Hostel,£31
126,Colorado,Super 8 by Wyndham Colorado Springs Airport,£42
127,Colorado,TravelStar Inn & Suites,£44
128,Colorado,Days Inn by Wyndham Colorado Springs Airport,£46
129,Colorado,Nevada Flats Hotel,£47
130,Colorado,Howard Johnson by Wyndham Colorado Springs,£50
131,Colorado,Quality Inn Airport,£50
132,Colorado,HomeTowne Studios by Red Roof Colorado Springs - Airport,£51
133,Colorado,Travelodge by Wyndham Colorado Springs Airport/Peterson AFB,£51
134,Colorado,"Motel 6-Colorado Springs, CO - Air Force Academy",£52
135,Colorado,Rodeway Inn Central Colorado Springs,£52
136,Colorado,Super 8 by Wyndham Colorado Springs/Afa Area,£56
137,Colorado,La Quinta by Wyndham Colorado Springs South Airport,£56
138,Colorado,Days Inn by Wyndham Colorado Springs/Garden of the Gods,£58
139,Colorado,True North Motel,£58
140,Colorado,"Studio 6 Colorado Springs, Colorado - Air Force Academy",£59
141,Colorado,Modern Motel,£60
142,Colorado,Quality Inn Colorado Springs South,£62
143,Colorado,Baymont by Wyndham Colorado Springs,£63
144,Colorado,"Park Inn by Radisson, Colorado Springs",£63
145,Colorado,Quality Inn & Suites Garden Of The Gods,£64
146,Colorado,Econo Lodge North Academy,£66
147,Colorado,Fairfield Inn Colorado Springs Air Force Academy,£67
148,Colorado,La Quinta by Wyndham Colorado Springs North,£68
149,Colorado,Comfort Suites Colorado Springs East - Medical Center Area,£71
150,Connecticut,West End Haven,£22
151,Connecticut,Private RV,£38
152,Connecticut,Rodeway Inn,£41
153,Connecticut,Cozy tiny private room in Hartford,£42
154,Connecticut,Super 8 by Wyndham Groton,£47
155,Connecticut,"Motel 6-Windsor Locks, CT - Hartford",£48
156,Connecticut,Budget Room Minutes From Downtown,£46
157,Connecticut,Vernon Motel,£50
158,Connecticut,1950s Charm In The Heart Of Waterbury,£53
159,Connecticut,Travelodge by Wyndham Vernon CT,£54
160,Connecticut,Ashford Motel,£52
161,Connecticut,Quality Inn Cromwell - Middletown,£56
162,Connecticut,Econo Lodge Milldale - Southington,£57
163,Connecticut,Rock Pad AirBnB,£54
164,Connecticut,"Motel 6-Branford, CT - New Haven",£57
165,Connecticut,"Motel 6-Niantic, CT - New London",£57
166,Connecticut,Elite Inn,£55
167,Connecticut,Village Motel,£55
168,Connecticut,"Rock Pad for Yale, Visitors, Nurses, Staff",£55
169,Connecticut,"Motel 6-Southington, CT - Hartford",£58
170,Connecticut,Super 8 by Wyndham Cromwell/Middletown,£59
171,Connecticut,Econo Lodge,£59
172,Connecticut,Town Plot Waterbury,£59
173,Connecticut,Hilltop Express Inn,£60
174,Connecticut,"Motel 6-Wethersfield, CT - Hartford",£61
175,Delaware,Quality Inn,£54
176,Delaware,Sea Esta Motel II,£56
177,Delaware,Hotel Wave at Rehoboth Beach,£56
178,Delaware,Super 8 by Wyndham Dover,£57
179,Delaware,Red Roof Inn & Suites Wilmington – New Castle,£59
180,Delaware,Super 8 by Wyndham New Castle,£62
181,Delaware,HomeTowne Studios by Red Roof Wilmington - New Castle,£64
182,Delaware,Quality Inn & Suites Harrington,£64
183,Delaware,Pleasant Hill Motel,£64
184,Delaware,Red Roof Inn & Suites Dover Downtown,£64
185,Delaware,Sleep Inn & Suites Rehoboth Beach,£65
186,Delaware,Days Inn by Wyndham Newark Wilmington,£65
187,Delaware,Country Inn & Suites by Radisson Rehoboth Beach - Dewey,£65
188,Delaware,Best Western Galaxy Inn,£66
189,Delaware,Superlodge,£67
190,Delaware,Microtel Inn & Suites by Wyndham Georgetown Delaware Beaches,£67
191,Delaware,Home2 Suites By Hilton Lewes Rehoboth Beach,£68
192,Delaware,Red Roof Inn and Suites Newark - University,£68
193,Delaware,"Motel 6-Seaford, DE",£68
194,Delaware,Brighton Suites Hotel,£68
195,Delaware,Travel Inn New Castle Airport,£68
196,Delaware,Days Inn by Wyndham Wilmington Brandywine,£68
197,Delaware,Microtel Inn & Suites by Wyndham Rehoboth Beach,£68
198,Delaware,Red Roof Inn PLUS+ Wilmington - Newark,£68
199,Delaware,Comfort Inn Rehoboth Beach,£69
200,Florida,Fanning and Manatee Springs Exclusive Primitive Campground,£8
201,Florida,Zen,£9
202,Florida,Boris Beach House - Female Dorms - Male Dorms - 3 Miles to the Beach - Free Parking,£13
203,Florida,OQP Wynwood Beds,£14
204,Florida,Home Sweet Home-Women Only Dorm - Men Only Dorms -3 Miles to the Beach,£15
205,Florida,Latin Quarters - All Women Rooms All Men Rooms - Free WiFi - Coffee Parking - Lockers,£15
206,Florida,Best Price Dorm Rooms - Weekly and Monthly Specials Available,£15
207,Florida,Airport Bunk House Free - WiFi - Parking - Coffee- Long Term Welcome,£16
208,Florida,Zèn - All Female Dorms - All Men Dorms - Free WiFi - Parking - Coffee Long Term Welcome Hard Rock Casino - Fort Lauderdale - Beach - Cruise -,£23
209,Florida,Beds & Sheets Little Havana,£24
210,Florida,TouchDown Hostel,£24
211,Florida,Miami on a Budget - Free Coffee- Female Dorms - Men Dorms Under New Management -,£24
212,Florida,Tropical Oasis,£25
213,Florida,OQP Vacations Miami,£26
214,Florida,Hospedaje North Miami,£26
215,Florida,"Bekahouse Hostel with parking, backyard and laundry",£26
216,Florida,Hostel Beds & Sheets FLL AIRPORT,£28
217,Florida,Bposhtels Orlando Disney,£28
218,Florida,Freehand Miami,£28
219,Florida,203 Miami Men's Hostel & Budget Rooms& Bed Sharing,£28
220,Florida,103 Miami Men's Hostel & Budget Rooms& Bed Sharing,£28
221,Florida,Beds n' Drinks,£28
222,Florida,South Beach Rooms and Hostel,£29
223,Florida,Hoosville Hostel (Formerly The Everglades Hostel),£30
224,Florida,Bposhtels Hollywood Florida,£30
225,Georgia,My Hostel and Cooking House!,£3
226,Georgia,Good night,£3
227,Georgia,Comfort Plus,£3
228,Georgia,Hammer hostel,£3
229,Georgia,T8B,£3
230,Georgia,T9B hostel,£3
231,Georgia,GLOBAL HOSTEL - Marjanishvili,£4
232,Georgia,Monica's house,£4
233,Georgia,Sheni Hostel,£4
234,Georgia,Four Seasons,£4
235,Georgia,YOUR ROOM Hostel,£4
236,Georgia,Museum Hostel,£4
237,Georgia,Old Tbilisi hostel,£4
238,Georgia,სლავა მეტრეველის 4,£4
239,Georgia,Blossom hostel R,£5
240,Georgia,Backpackers Georgia,£5
241,Georgia,Blossom hostel,£5
242,Georgia,New hostel in Melikishvili,£5
243,Georgia,Pasteur Hostel,£5
244,Georgia,Hostel Indie Mindie,£6
245,Georgia,At Funicular Hostel,£6
246,Georgia,Only Flowers,£7
247,Georgia,Fabrika Hostel & Suites,£7
248,Georgia,Tbil Home Hostel,£7
249,Georgia,Hostel Near The Square,£7
250,Hawaii,Open Gate Hostel Hawaii,£23
251,Hawaii,Polynesian Hostel Beach Club,£38
252,Hawaii,Waikiki Beachside Hostel,£39
253,Hawaii,Howzit Hostels Hawaii,£46
254,Hawaii,Banana Bungalow Maui Hostel,£54
255,Hawaii,The Big Island Hostel,£54
256,Hawaii,Howzit Hostels,£55
257,Hawaii,Ainaloa home of big island,£75
258,Hawaii,Kehena Mauka Nui Club LGBTQIA+ Clothing Optional,£78
259,Hawaii,Pahoa Village Hostel,£79
260,Hawaii,Studio,£82
261,Hawaii,Ainaloa home of big island,£86
262,Hawaii,Kirpal Meditation and Ecological Center,£91
263,Hawaii,Ainaloa Home of Big Island,£94
264,Hawaii,Nice Studio w/ AC near Kehena Beach and lava fields,£99
265,Hawaii,Oahu Camper Adventures,£101
266,Hawaii,Country Goose,£104
267,Hawaii,Artsy Cabin on Organic Farm,£109
268,Hawaii,Big Island Getaway,£110
269,Hawaii,Aeolian Ranch Guest house,£110
270,Hawaii,Hookele cabin,£111
271,Hawaii,Comfort Nest,£111
272,Hawaii,Waipi'o Lodge,£113
273,Hawaii,Hilo Reeds Bay Hotel,£113
274,Hawaii,Private Ohana on the lush Hamakua coast with AC,£115
275,Idaho,"Motel 6-Idaho Falls, ID - Snake River",£57
276,Idaho,Motel West,£58
277,Idaho,Econo Lodge,£59
278,Idaho,Quality Inn Idaho Falls,£61
279,Idaho,Clarion Inn,£62
280,Idaho,Super 8 by Wyndham Idaho Falls,£71
281,Idaho,Comfort Inn,£72
282,Idaho,Comfort Suites Idaho Falls,£76
283,Idaho,Hampton Inn Idaho Falls,£77
284,Idaho,Tru By Hilton Idaho Falls Id,£78
285,Idaho,"Holiday Inn & Suites - Idaho Falls, an IHG Hotel",£79
286,Idaho,Best Western Plus CottonTree Inn,£81
287,Idaho,La Quinta by Wyndham Idaho Falls/Ammon,£83
288,Idaho,"My Place Hotel-Idaho Falls, ID",£85
289,Idaho,Fairfield Inn & Suites Idaho Falls,£88
290,Idaho,"Holiday Inn Express Hotel & Suites Idaho Falls, an IHG Hotel",£88
291,Idaho,"Candlewood Suites Idaho Falls, an IHG Hotel",£91
292,Idaho,Sleep Inn & Suites Idaho Falls Gateway to Yellowstone,£93
293,Idaho,Best Western Driftwood Inn,£96
294,Idaho,Hampton Inn Idaho Falls / Airport,£100
295,Idaho,Hilton Garden Inn Idaho Falls,£100
296,Idaho,Home2 Suites by Hilton Idaho Falls,£107
297,Idaho,Residence Inn by Marriott Idaho Falls,£138
298,Idaho,Guest Suites 1996 #3 - Cozy 1 bedroom 1 bath suite,£149
299,Idaho,Guest Suites 1996 #1 - Tranquil 1 bedroom 1 bath Suite,£149
300,Illinois,Freehand Chicago,£23
301,Illinois,HI Chicago Hostel,£23
302,Illinois,Wrigley Hostel - Chicago,£26
303,Illinois,Chicago Getaway Hostel,£35
304,Illinois,Red Roof Inn PLUS+ Chicago - Willowbrook,£39
305,Illinois,Super 8 by Wyndham Springfield East,£41
306,Illinois,Extended Stay America Suites - Chicago - Schaumburg - I-90,£42
307,Illinois,Super 8 by Wyndham Lincoln,£44
308,Illinois,Travelodge by Wyndham Peoria,£44
309,Illinois,"Motel 6-Springfield, IL",£44
310,Illinois,Travelodge by Wyndham Rockford South,£44
311,Illinois,Super 8 by Wyndham East Moline,£44
312,Illinois,"Motel 6-Caseyville, IL - Caseyville Il",£46
313,Illinois,Days Inn & Suites by Wyndham Caseyville,£46
314,Illinois,Days Hotel by Wyndham Danville Conference Center,£46
315,Illinois,"Red Roof Inn Springfield, IL",£46
316,Illinois,"Motel 6-Bridgeview, IL",£46
317,Illinois,"Motel 6-Marion, IL",£47
318,Illinois,your perfect home away from home,£47
319,Illinois,"Motel 6-Glenview, IL - Chicago North",£47
320,Illinois,Modern Stay 39 Lakeview By OYO Minonk,£47
321,Illinois,Super 8 by Wyndham Pontoon Beach IL/St. Louis MO Area,£47
322,Illinois,"Motel 6-Prospect Heights, IL",£47
323,Illinois,Cool and affordable apartment Galesburg,£47
324,Illinois,Indian Mound Motel,£48
325,Indiana,Days Inn by Wyndham Indianapolis East Post Road,£42
326,Indiana,"Homestay w Zuku the Cat - 10 mins from downtown, 20 from airport",£42
327,Indiana,Wade1621,£42
328,Indiana,Super 8 by Wyndham Indianapolis South,£47
329,Indiana,Days Inn & Suites by Wyndham Northwest Indianapolis,£47
330,Indiana,Super 8 by Wyndham Indianapolis/NE/Castleton Area,£49
331,Indiana,Quality Inn and Suites Indianapolis,£49
332,Indiana,Hotel 465 By Regency,£49
333,Indiana,"VIP Suites for Business Women, Nurses, College Moms Traveling to Indianapolis",£50
334,Indiana,Extended Stay America Suites - Indianapolis - Airport,£50
335,Indiana,Extended Stay America Suites - Indianapolis - Airport - W Southern Ave,£50
336,Indiana,Motel 6 Indianapolis IN,£51
337,Indiana,Extended Stay America Suites - Indianapolis - West 86th St,£53
338,Indiana,Days Inn by Wyndham Indianapolis Northeast,£53
339,Indiana,Days Inn by Wyndham Indianapolis South,£54
340,Indiana,Extended Stay America Suites - Indianapolis - Northwest - I-465,£54
341,Indiana,Red Roof Inn Indianapolis East,£56
342,Indiana,Quality Inn South,£56
343,Indiana,Indy Hotel,£54
344,Indiana,Baymont by Wyndham Indianapolis West,£57
345,Indiana,Super 8 by Wyndham Indianapolis-Southport Rd,£57
346,Indiana,La Quinta Inn by Wyndham Indianapolis Airport Lynhurst,£57
347,Indiana,Red Roof Inn Indianapolis South,£57
348,Indiana,Clarion Inn & Suites Northwest,£57
349,Indiana,Red Roof Inn & Suites Indianapolis Airport,£58
350,Iowa,Hyatt Place Iowa City Downtown,£84
351,Iowa,Graduate by Hilton Iowa City,£89
352,Iowa,Hampton Inn Iowa City/University Area,£107
353,Iowa,Hilton Garden Inn Iowa City Downtown University,£108
354,Iowa,Element Iowa City,£108
355,Iowa,"Hotel Chauncey Iowa City, Tapestry Collection by Hilton",£110
356,Iowa,"Hotelvetro Iowa City, Tapestry Collection By Hilton",£118
357,Iowa,The Highlander Hotel,£128
358,Iowa,Courtyard by Marriott Iowa City University Heights,£136
359,Iowa,Gs Home Away from Home,£306
360,Iowa,Super 7 Motel,£46
361,Iowa,Super 8 by Wyndham Iowa City/Coralville,£58
362,Iowa,Quality Inn Coralville - Iowa River Landing,£60
363,Iowa,Comfort Inn & Suites Coralville - Iowa City near Iowa River Landing,£60
364,Iowa,AmericInn by Wyndham Coralville,£65
365,Iowa,SureStay Plus Hotel by Best Western Coralville Iowa City,£65
366,Iowa,MainStay Suites Coralville - Iowa City,£73
367,Iowa,Comfort Suites Coralville I-80,£76
368,Iowa,Radisson Hotel & Conference Center Coralville - Iowa City,£78
369,Iowa,Hampton Inn Iowa City/Coralville,£84
370,Iowa,Home2 Suites By Hilton Iowa City Coralville,£88
371,Iowa,Residence Inn by Marriott Coralville,£91
372,Iowa,"Staybridge Suites - Iowa City - Coralville, an IHG Hotel",£94
373,Iowa,"Holiday Inn Express Hotel & Suites Coralville, an IHG Hotel",£96
374,Iowa,"Country Inn & Suites by Radisson, Coralville, IA",£96
375,Kansas,"Motel 6 Kansas City, MO - Airport",£51
376,Kansas,Extended Stay Kansas City,£53
377,Kansas,"Motel 6-Kansas City, MO",£54
378,Kansas,Super 8 by Wyndham Kansas City Airport North,£54
379,Kansas,Super 8 by Wyndham Kansas City at Barry Road/Airport,£56
380,Kansas,Quality Inn & Suites Kansas City I-435N Near Sports Complex,£61
381,Kansas,American Inn North Kansas City,£63
382,Kansas,KCI Lodge,£65
383,Kansas,Days Inn & Suites by Wyndham Kansas City - Chiefs Arrowhead Stadium,£65
384,Kansas,Econo Lodge Kansas City Downtown North,£67
385,Kansas,Extended Stay America Suites - Kansas City - Airport,£67
386,Kansas,Sleep Inn Kansas City International Airport,£67
387,Kansas,La Quinta by Wyndham Kansas City Airport,£69
388,Kansas,Days Inn by Wyndham Kansas City International Airport,£69
389,Kansas,Best Western Worlds Of Fun,£71
390,Kansas,Executive Inn & Suites,£71
391,Kansas,SureStay by Best Western Kansas City Country Inn North,£73
392,Kansas,Extended Stay America Suites - Kansas City - Country Club Plaza,£74
393,Kansas,Sonesta Select Kansas City South Overland Park,£74
394,Kansas,Rodeway Inn,£74
395,Kansas,Best Western Plus Kansas City Airport - KCI East,£75
396,Kansas,Sonesta Select Kansas City Airport Tiffany Springs,£77
397,Kansas,Super 8 by Wyndham Kansas City,£77
398,Kansas,Comfort Inn,£78
399,Kansas,Quality Inn & Suites Kansas City Downtown,£81
400,Kentucky,FairBridge Inn Express Mount Vernon Renfro Valley,£38
401,Kentucky,Rodeway Inn Florence - Cincinnati South,£38
402,Kentucky,OYO Hotel Mt Vernon KY - Renfro valley I-75,£39
403,Kentucky,Econo Lodge,£42
404,Kentucky,"Motel 6 Richmond, KY EKU Campus Area",£43
405,Kentucky,Days Inn by Wyndham Richmond,£43
406,Kentucky,OYO Hotel Cave City KY,£44
407,Kentucky,Days Inn by Wyndham Renfro Valley Mount Vernon,£45
408,Kentucky,Econo Lodge,£46
409,Kentucky,Red Roof Inn Cincinnati Airport–Florence/ Erlanger,£46
410,Kentucky,"Motel 6-Berea, KY",£47
411,Kentucky,Horse Cave Motel,£47
412,Kentucky,Days Inn Lexington SE Hamburg,£47
413,Kentucky,Towne Inn,£47
414,Kentucky,"Motel 6 Louisville, Ky- Airport/ Fair Expo",£47
415,Kentucky,"Motel 6 Walton, KY - Richwood - Cincinnati Airport South",£47
416,Kentucky,Super 8 by Wyndham Corbin KY,£48
417,Kentucky,Red Roof Inn Louisville East - Hurstbourne,£48
418,Kentucky,Quality Inn,£48
419,Kentucky,Super 8 by Wyndham Somerset,£49
420,Kentucky,Extended Stay America Suites - Lexington - Nicholasville Road,£49
421,Kentucky,Days Inn by Wyndham Cave City,£49
422,Kentucky,"Motel 6-Lexington, KY - East I-75",£49
